branchCode,branchName,address1,districtId,stateId,isHub,phone1,phone2,address2,cityId
NGPG,NAGPUR - GANDHIBAGH,"D.NO:654/6,MAA ANUSAAYA COMPLEX,ITWARI ROAD,JAMUNA,CEMENT ROAD,NEAR HANUMAN TEMPLE,NAGPUR GANDHIBAGH",61,6,0,,,,
NGPW,NAGPUR - WADI,"PLOT NO:44,TAWAKKAL LAYOUT,SURI PLAZA, WADI,NAGPUR WADI",61,6,0,,,,
PNCK,PUNE - CHAKAN,"MAULI NIWAS, GAT NO.442/5,GAVATEVSTI, MEDANKARWADI,KHED TALUK, PUNE DISTRICT, CHAKAN - 410 501",62,6,0,,,,
PNGD,PUNE - NIGDI,"PLATNO:151/A,SECTOR-23,,TRANSPORT NAGAR,NIGADI,PUNE.",62,6,0,,,,
PNPG,PUNE - PHURSUNGI,"SHOP NO-1,SAVALI,GANESH NAGAR,WARD NO-1,PHURSUNGI,PUNE PHURSUNGI",62,6,0,,,,
PNSP,PUNE - SHUKRAWAR PETH,"SHOPNO:1-87, SUKRAWARPETH, BEHIND ,APMC MANDI, PUNE",62,6,0,,,,
PNWG,PUNE - WAGHOLI,"GATE.NO.1124, WAGHOLI (V), (PO), HAVELI (TQ),,SRI KRISHNA WARE HOUSE, GANESH NAGAR, PUNE-412 207",62,6,0,,,,
SPTN,SOLAPUR - TOWN,"D.NO:273,JODBHAVI PETH,,SOLAPUR TOWN",63,6,0,,,,
BHWD,BHIWANDI,"NO.A/54, SWIDHINATH COMPLEX, OPP.MAHAVIR COMPLEX,,DAPODE ANJUR ROAD, DAPODE VILLAGE",64,6,0,,,,
BHMN,BHIWANDI - MARKANDEYA NAGAR,"MANGAL BHAVAN,GANESH TALKIES ROAD,ASHAPURA COMPOUN,BHIWANDI MARKANDEYA NAGAR",64,6,0,,,,
PKMD,PARALAKHEMUNDI,"PARLAKHEMUNDI,KAMAKSHI NAGAR,PATHAPATANAM ROAD,NEAR GOVERNMENT HOSPITAL.",65,7,0,,,,
BRPM,BERHAMPUR,"BERHAMPUR,D.NO.16-1,NEAR OVER BRDGE,HALADIAPADAR,KANISI BLOCK,BRPM.",66,7,0,,,,
BNWR,BHUBANESWAR,"PLOT NO.3917/6042/7473/1174, JAGANNTAH NAGAR -16,,GGP COLONY, BHUBANESWAR, ODISHA - 751 025",67,7,0,,,,
RGDA,RAYAGADA,"SHOP NO1,2, CHENNAI SQUARE,NEAR MAHALAKSHMI VIDYA ,mandir,ring road, rayagad",68,7,0,,,,
AHAS,AHMEDABAD - ASLALI,"BLOCK NO.566-568, NO.B-4, GOPINATH ESTATE, ,ASLALI BYPASS,ASLALI, AHMEDABAD.",27,3,0,,,,
AMK,ATMAKUR(N),"D.NO.4-49/18A,VULAVADIBBA,4TH WARD ATMAKUR,,",8,1,0,,,,
BRP,BUCHIREDDIPALEM,"D.NO:13-419,BOMBAY ROAD",8,1,0,,,,
KLGR,KALIGIRI,"D.NO.2467, M.R.O.OFFICE CENTRE,,MAIN ROAD, BESIDE H.P.PETROL BUNK, KALIGIRI",8,1,0,,,,
KDKR,KANDUKUR,"D.NO.10-1-66(2), KOTA REDDY NAGAR, MARKANDEYAPET,KANDUKUR",8,1,0,,,,
KVCM,KAVALI - CLOTH MARKET,"NO.2-12-29C/3, NEAR DEVI SRAVANTHI THEATRE,SPANDANA THEATRE ROAD",8,1,0,,,,
KOVR,KOVUR,"D.NO.2-9-85/3, KONETI KAYYALU,NEAR MYTHELI THEATRE",8,1,0,,,,
NLAN,NELLORE - AUTONAGAR,"PLOT NO.234A AND B,PHASE NO.2,2ND CROSS, AUTONAGAR",8,1,0,,,,
NLR,NELLORE - JAMES GARDEN,"D.NO.337/33, JEAMS GARDEN ROAD,NEAR NETAJI SCHOOL OPP, NELLORE",8,1,0,,,,
NLSP,NELLORE - STONE HOUSEPET,"H.NO.3-4-5,LAXMI PURAM MAIN ROAD,STONE HOUSEPET, NELLORE",8,1,0,,,,
NLVP,NELLORE - VEDAYAPALEM,"D.NO.26-3-63, TYAGARAJA NAGAR, 1ST STREET,VEDAYAPALEM, NELLORE",8,1,0,,,,
PODK,PODALAKUR,"PATTA NO.441-1B, ROOM NO.3,4, LINGAM PALLI,THOPU, PODALAKUR (P,V),SPSR NELLORE, A.P-524 345",8,1,0,,,,
UDGI,UDAYAGIRI,"BESIDE RAMAKRISHNA LODGE,NEAR OLD R.T.C. BUSSTAND, UDAYAGIRI-524226",8,1,0,,,,
VNJ,VINJAMUR,"BESIDE DEVATA MAHAL,MAIN ROAD, VINJAMOOR-524228",8,1,0,,,,
KGRI,KANIGIRI,"D.NO.5-122, PATHA KUCHIPADDI PALLI STREET,,KANIGIRI, PRAKASAM(D), A.P-523 230",5,1,0,,,,
PAM,PAMUR,"DEVALAYAM STREET, OPP. SAILAKSHMI DENTAL HOSPITAL,PAMURU - 523108",5,1,0,,,,
SRK,SINGARAYAKONDA,"4-1A, SS120, MAIN ROAD, OPP.SIVARAMIREDDY HOSPITAL,NORTH SIDE OF SYNDICATE BANK, SRK",5,1,0,,,,
TGT,TANGUTUR,"D.NO.1-91,OPP.SIVALAYAM,RAJIV NAGAR, TANGUTUR",5,1,0,,,,
GDR,GUDUR,"10/14,Z.P.HIGH SCHOOL ROAD,NEAR D.R.W. COLLEGE, GUDUR",9,1,0,,,,
KOTA,KOTA,"D.NO.4/28, MAIN ROAD,KOTA",9,1,0,,,,
NYP,NAIDUPETA,"5-2-1/15, BALLAYYA COMPLEX, OLD VENKATA GIRI ROAD,,WAY MENAKURU ROAD, NAIDUPETA, NELLORE-524 126, A.P",9,1,0,,,,
SUP,SULLURPETA,"D.NO: 9/113/3,BRAHMIN STREET",9,1,0,,,,
TADA,TADA,"NO.HA-45, CHENNAI TO KALKATTA HIGHWAY,NEAR SYNDICATE BANK,RAJEEV NAGAR,TADAKANDRIGA,TADA",9,1,0,,,,
VKG,VENKATAGIRI,"D.NO.19-311,ANJANEYA SWAMY TEMPLE STREET,VENKATAGIRI",9,1,0,,,,
ILKL,ILKAL,"D.NO.859, MAHENTESH TALKIES,MAINROAD,,OPP PANDURANGA VITTAL TEMPLE,ILAKAL-587 125",43,4,0,,,,
KMBV,KEMBHAVI,"PLOT NO.11-81, NEAR SBI BANK,OPP. PETROL BUNK",54,4,0,,,,
SHPR,SHAHAPUR,"PLOT NO.364, 365, B.B. ROAD, RAKAMGERA AREA,,VINAYA AGROLUX, SHAHAPUR",54,4,0,,,,
SRPR,SHORAPUR,"D.NO.1-2-81/1, LGSG ROAD,NEAR OLD BUSSTAND",54,4,0,,,,
YDGR,YADGIRI,"SUREY NO.70,PLOT NO.61,BEHIND ADANGOUDAFRUITMARKET,HATTUKUNICROS,near makka maszid,SSEDAMROAD,YADGIRI",54,4,0,,,,
KSTG,KUSHTAGI,"D.NO.233, OPP. K.S.R.T.C. BUS STAND ROAD,NEAR SHYAM TOURIST HOME, KUSHTAGI",35,4,0,,,,
DVDG,DEVADURGA,"NO.38, NEW BUSSTAND AREA, KASTURI HOSPITAL,Opp.Devadurga",55,4,0,,,,
LGSG,LINGASUGUR,"D.NO.1-13-50/31, KMRP WARD, VCB COLLEGE ROAD,,Lingasugur",55,4,0,,,,
MNVI,MANVI,"PLOT NO.61, BEHIND APMC OFFICE,,SINDHANUR ROAD, MANVI-584123, RAICHUR (DIST)",55,4,0,,,,
MSKI,MASKI,"D.NO.2-1-15, MAIN BAZAR,NEAR VEERABHADRESWARA TEMPLE",55,4,0,,,,
MDGL,MUDGAL,"PLOT NO.4-4-315/250/1, NEAR ESSAR PETROL BUNK,,LINGSUGAR ROAD, MUDGAL-584 4125, RAICHUR (DT)",55,4,0,,,,
RCHR,RAICHUR,"PLOT NO.31, INDUSTRIAL AREA,NEAR LODHA AGRO PRODUCTS, RAICHUR",55,4,0,,,,
SDNR,SINDHANUR,"PLOT NO.141, APMC NEW GUNJ TRAFIC POLICE STATION,BACK SIDE, NEAR WATER TANK, SINDHANOOR-584 128",55,4,0,,,,
SRWR,SIRWAR,"NEAR TIPPU SULTHAN CHOCK,SIRWAR",55,4,0,,,,
AMLP,AMALAPURAM,"D.NO:1-4-20,DUDDUVARI AGRAHARAM",10,1,0,,,,
ABA,AMBAJIPETA,"D.NO:4-131/1, MAIN ROAD,AMALAPURAM ROAD, AMBAJIPET, EAST GODAVARI (DI)",10,1,0,,,,
DGNV,D.GANNAVARAM,"D.NO.4-214, BESIDE THE CENTRAL DELTA COCONUT ,merchants association kalyanamandapam,D-gannavaram",10,1,0,,,,
MLKP,MALIKIPURAM,"NO-2-10/2,BESIDE VENKATA NARAYANATHEATRE,AIRTEL TOWER GROUND",10,1,0,,,,
MPT,MANDAPETA,"D.NO.1-8-28, REVENUE WARD-2, BLOCK NO.1,layout no.96/97, rajaratna theatre road, mandapeta",10,1,0,,,,
RPM,RAMACHANDRAPURAM,"D.NO-22-4-1,RAJUGOPAL CENTRE,SAVARAM ROAD,BESIDE ,SUB REGISTAR OFFICE,NEAR OLD ELECTRICAL DEOOFFICE",10,1,0,,,,
RVL,RAVULAPALEM,"8-356/11,RAMAKRISHNA COMPLEX, UPSTAIR,LIC OFFICE,AMALAPURAM ROAD, RAVULAPALEM",10,1,0,,,,
SOT,SAMALKOT,"D.NO.8-3-16, GOLLALAGUDEM VEEDHI,SAMALKOT",10,1,0,,,,
TAPK,TATIPAKA,"D.NO.5-194, PEDAPATNAM LANKA, BOKKA VARI PALEM,,Mamidikuduru mandal, East Godavari district - 47",10,1,0,,,,
ANPY,ANAPARTHY,"NEAR ILTD FLYOVER BRIDGE, ,ANAPARTHY.",11,1,0,,,,
RJDL,DOWLAISWARAM INDUSTRIAL ESTATE,"FLAT NO.E3, I.D.A.,DOWLAISWARAM INDUSTRIAL ESTATE",11,1,0,,,,
DWP,DWARAPUDI,"09-69. OPP.VETERINARY MARKET,NEAR DWARAPUDI POLICE STATION, DWARAPUDI-533 341",11,1,0,,,,
GKVM,GOKAVARAM,"D.NO.10-1, DASARI STREET,,GOKAVARAM, EAST GODAVARI DISTRICT-533 286",11,1,0,,,,
IPND,I.PANGIDI,"NO.5-212, NEAR KANAKADURGA TEMPLE,G.N.T.ROAD",11,1,0,,,,
KRKD,KORUKONDA,"D.NO:2-143, AGRAHARAM,KOTIKESAVARAM ROAD, MAIN ROAD",11,1,0,,,,
KVV,KOVVUR,"D.NO:8-3-11/A,VIJAYA BANK ROAD,BULAGANI VARI STREET, KOVVURU",11,1,0,,,,
NLJL,NALLAJERLA,"D.NO:5-20, MAIN ROAD,NALLAJERLA",11,1,0,,,,
NID,NIDADAVOLE,"D.NO:11-4-44/1, B.P.C PETROL BUNK SIDE,MAIN ROAD",11,1,0,,,,
LACR,RAJAHMUNDRY - LALACHERVU,"FLAT NO.399 2ND ROAD, NEAR VENKATESWARA AUTOMOBILE,SHOP, 13TH CROSS ROAD, RAJAHMUNDRY",11,1,0,,,,
RJY,RAJAHMUNDRY - M.V.PET,"D.NO:35-1-53,NEAR ANNAPOORNA TALKIES,MANGALAVARAPUPET",11,1,0,,,,
STNM,SEETHANAGARAM,"D.NO.5-233, NAGARATNAM COLONY, SINGAVARAM VILLAGE,,SEETHANAGARAM MANDAL, EAST GODAVARI",11,1,0,,,,
PLVM,POLAVARAM,"BESIDE OLD POST OFFICE,POLAVARAM",12,1,0,,,,
GOL,GOLLAPROLU,"D.NO.3-2-31/1, MAIN ROAD, REVENUE WARD-3, GOLLAPRO,east godavari(district)-533445",13,1,0,,,,
JGP,JAGGAMPETA,"D.NO.2-174, KONETI VEEDHI,JAGGAMPETA",13,1,0,,,,
KAK,KAKINADA - COMMERCIAL ROAD,"D.NO.23-2-12/1,VEMPATI VARI STREET,REVENUE WARD,NO-4,TTD KALYANA MANDAPAM BACK SIDE",13,1,0,,,,
KASP,KAKINADA - SARPAVARAM JUNCTION,"PLOT NO.78, IDA PHASE-2, RANGA MAHAL,RAMANAIAHPETA, KAKINADA SARPAVARAM-533005",13,1,0,,,,
PDP,PEDDAPURAM,"D.NO. 6-5,7KABADI STREET, NEAR INDIAN BANK,PEDDAPURAM (M),POST, E.G DISTRICT",13,1,0,,,,
PTP,PITHAPURAM,"D.NO.8-1-127C, 4TH STREET,STUVARTPETA, PITAPURAM",13,1,0,,,,
TUI,TUNI,"D.NO.5-1-1, SURAVARAM CHERUVU, NEAR BALAJI TEMPLE,KHADI BHAVAN, TUNI-533 401",13,1,0,,,,
YSM,YELESWARAM,"D.NO.3-17/1, OLD BUS STAND,",13,1,0,,,,
PGD,PENUGONDA,"D.NO.2-7, GANDHI STREET,NEAR KAMAKSHI TEMPLE, BAZAR ROAD",14,1,0,,,,
CBCH,COIMBATORE - CHINTHAMANIPUDUR,"COIMBATORE-CHINTAMANI PUDUR,D.NO.127E,CHINTAMANI THOPPU,A.K.A KALYANAMANDAPAM COMPOUND.",79,9,0,,,,
CBGT,COIMBATORE - GANAPATHY,"D.NO.117A ABBAI NAIDU LAYOUT, GANAPATHY,,COIMBATORE-641 006",79,9,0,,,,
CBKP,COIMBATORE - KOUNDAMPALAYAM,"COIMBATORE - KOUNDAMPALAYAM,D.NO.1, SUGUNA NAGAR, OPP NALLAMPALYAM , GOVT HIGH SCHOOL",79,9,0,,,,
CBKS,COIMBATORE - KURICHI SIDCO,"COIMBATORE KURUCHI- SIDCOM,NO3/237,RATHINA VINAYAKAR KOIL COMPLEX,REDDIYAR COLONY -II,GANDHIJI LAY",79,9,0,,,,
CBPL,COIMBATORE - PEELAMEDU,"23,KONDASAMY STREET,PEELAMEDU PUDUR,,PEELAMEDU (PO),COIMBATIRE-641004",79,9,0,,,,
CBSP,COIMBATORE - SUKRAWARPET,"D.NO.114-A, THEPPAKULAM 1ST STREET, NEAR FLOWER ,market, coimbatore, tamilnadu - 641 001",79,9,0,,,,
TRP,TIRUPPUR - SOUTH,"NEAR KARTHIKA GARDEN,SITE NO 20 ISWARYA NAGAR,KPN ,colon extn, ana nagar,anaikadu,tirupur-641601",79,9,0,,,,
DMPR,DHARMAPURI,"D.NO.4/380, PENNAGARAM MAIN ROAD,,DHARMAPURI - 636 701",80,9,0,,,,
DNGL,DINDIGUL,"D.NO.85/1, OLD RMS ROAD, NAGAL NAGAR,NEAR RAILWAY STATION, DINDIGUL - 624001",81,9,0,,,,
ERD,ERODE,"D.NO.863,PARK ROAD,OPP. STAR THEATRE,SRI SAKTHI REFINERY COMPOND,ERODE",82,9,0,,,,
PEDR,PERUNDURAI,"D.NO.2/141A,NEAR POWER HOUSE,CHENNIMALAI ROAD,PERUNDURAI",82,9,0,,,,
KRUR,KARUR,"59, SAMYNATHAPURAM, 3RD CROSS NORTH,RAMAKRISHNAPURAM, KARUR-639 001",83,9,0,,,,
BRGR,BARGUR,"VENKATESWARA COMPLEX, NO. 79,,VANIYAMBADI ROAD, BARGUR - 635 104",70,9,0,,,,
KRGR,KRISHNAGIRI,"KRISHNAGIRI,NO.83,WEST MADA STREET,NEW PET,KRISHNAGIRI",70,9,0,,,,
MDRE,MADURAI - EAST,"NO.37A, VENKATAPATHI IYENGAR STREET,,KAMARAJARSALAI,",84,9,0,,,,
MDKP,MADURAI - KAPPALUR,"D.NO.1/241F,EAST STREET,NEAR FEDERAL BANK,THUVARIMAN,MADURAI.",84,9,0,,,,
MDRT,MADURAI - TOWN,"D.NO.31,PANTHADI 3RD STREET,,NEAR THIRUMALI NAICKER PALACE MADURAI-625 001",84,9,0,,,,
KMPM,KOMARAPALAYAM,"D.NO.5/A,BESIDE MUNCIPAL OFFICE,SALEM MAIN ROAD",85,9,0,,,,
NMKL,NAMAKKAL,"920 E WEST STREET, SPK NAGAR,NALLIPALAYAM,NAMAKKAL - 637001",85,9,0,,,,
TRCG,TIRUCHENGODU,"14/133D, SANKARI ROAD, SPM HOSPITAL OPP.ROAD,TIRUCHENGODE-637 211.",85,9,0,,,,
ELMP,ELAMPILLAI,"D.NO.14-238,PAPPAPATTI,KATTUVALAVU,EDANGANASALAI, ELAMPILLAI, SALEM (DIS), TN",86,9,0,,,,
IDPD,IDAPPADI,"4A/II, JALAKANDAPURAM ROAD, K.PUDUR,IDAPPADI (PO), SALEM (DIS)",86,9,0,,,,
JKPM,JALAKANDAPURAM,"NO.12, EARI KARAI SOUNDAMMAN KOVIL STREET,",86,9,0,,,,
SLB,SALEM - BAZAAR,"D.NO.1/1, M.P.M.BUILDINGS,,KANNADIAR STREET, OPP:D.C.D.DIWAN BUILDINGS",86,9,0,,,,
SLFR,SALEM - FIVE ROADS,"SALEM FIVE ROADS,NO.244,DURAISAMY NAGAR,,SURAMANGALAM MAIN ROAD,NEAR CO-OPE SOCIETY,PALLAPATTY,",86,9,0,,,,
SLG,SALEM - GUGAI,"NO. 195/211, SHANKAR FILMS ROAD,GUGAI, SALEM - 6",86,9,0,,,,
SLPS,SALEM - PERIYA SEERAGAPADI,"DOOR NO.3/44-1, COIMBATTORE ROAD,NH.47, PERIYASEERAGAPADI POST",86,9,0,,,,
SNKL,SANKARANKOVIL,"D.NO.81/4,BHARATHIYAR AREA,8TH STREET,NEAR SIVA SCHOOL,",87,9,0,,,,
TRNV,TIRUNELVELI,"D.NO.10/7, ARUL MANI COMPLEX, SANKARAN KOVIL ROAD,Ramayanpatti, Tirunelveli - 627 358",88,9,0,,,,
TCAM,TIRUCHIRAPPALLI - ARIYAMANGALAM,"NO.6, AMBIGAPURAM, S.I.T.MAIN ROAD,,THIRUCHIRAPALLi - 620 004",89,9,0,,,,
TCGM,TIRUCHIRAPPALLI - GANDHI MARKET,"D.NO.28, RAJIV GANDHI NAGAR, KAVERI ROAD,,Tiruchirappalli, Tamilnadu (State) - 620 002.",89,9,0,,,,
KVPT,KOVILPATTI,"138, G/3, ILAYARASANANDAL ROAD, KOVILPATTI,",90,9,0,,,,
TRPT,TIRUPATTUR,"NO.130/A, CHAIRMAN ARUMUGANAR STREET,NEAR BUS STOP, THIRUPATHUR",77,9,0,,,,
RJPM,RAJAPALAYAM,"1 A/1, THANGARAJU TRAVELS BLDGS,Menakshi talkies street,Near water tank-RJPM",91,9,0,,,,
SVKS,SIVAKASI,"3L, MARUTHU PANDIAR STREET,,SIVAKASI-626 123",91,9,0,,,,
SVKB,SIVAKASI - BYPASS,"D.NO.242-A ,P.K.S.ARMUGAM ROAD,OPP.GANESH COMPLEX, NEAR BYPASS",91,9,0,,,,
VRDN,VIRUDHUNAGAR,"DNO.12-B/2,P.K SOWMYA COMPLEX,OPP.KAMALIYA GARDEN RESTAURANT,,BYPASS ROAD,VIRUDHUNAGAR DISTRICT",91,9,0,,,,
AGLU,ANGALLU,"D.NO.2-88, CDP ROAD,ANGALLU",3,1,0,,,,
BKTK,B.KOTHAKOTA,"D.NO11-423, ZPTC GUEST HOUSE,SUBRIGISTOR OFFICE, ,ptm road - 517 370",3,1,0,,,,
GRKD,GURRAMKONDA,"KADAPA ROAD, FATHIMA MASHEED COMPLEX,gurramkonda",3,1,0,,,,
KALA,KALAKADA,"D.NO:5-50, G.K.ROAD,KALAKADA-517236",3,1,0,,,,
KLKI,KALIKIRI,"D.NO.1-68, OPP.RAYALASIMA HIGH SCHOOL ,",3,1,0,,,,
MPL,MADANAPALLI,"D.NO.17-468-B, BAKAVANITHOTA, H.P.,H.P.GAS ROAD, MADANAPALLI",3,1,0,,,,
MKCR,MULAKALACHERUVU,"D.NO.10-134,KADIRI ROAD,MULAKALACHERUVU,CHITTOOR DISTRICT-517 390",3,1,0,,,,
PIL,PILER,"L.B.S. ROAD,PILERU",3,1,0,,,,
CTO,CHITTOOR,"8-422/1, BANALATOPU, NEAR SIVALAYAM,thotapalem, chittoor-517001",15,1,0,,,,
CTCB,CHITTOOR - C.B.ROAD,"A.MANGAMMA W/O.N.NAGARAJAN,D.NO.3-32/4A,C.B.ROAD,CHITTOOR",15,1,0,,,,
KLUR,KALLUR(C),"D.No. 2-209-2, PILER ROAD, EGUVA STREET,,POLICE STATION BEHIND, KALLUR, CHITTOOR DT.",15,1,0,,,,
KUPM,KUPPAM,"SITE NO.18 AND 25, SAI RAM LAYOUT, H.P.ROAD,NEAR VIDHYANIKETAN, E.M.SCHOOL, KUPPM-517 425",15,1,0,,,,
NGRI,NAGARI,"D.NO.10-7-281/4, PRAKASAM ROAD, NAGARI TOWN,and municipality, chittoor dt, andhra pradesh",15,1,0,,,,
PLMR,PALAMANER,"D.NO.25-4,61,GANDHI NAGAR, REVENUE WARD,PALAMANER, CHITTOOR (DIST)",15,1,0,,,,
PGNR,PUNGANUR,"DHOBI COLONY, NEAR SIVA KUMAR GAS DISTRIBUTORS,KOTHA INDLU, PUNGANUR,CHITTOOR DISTRICT",15,1,0,,,,
RMSD,RAMA SAMUDRAM,"D.NO.12-32,MULBAGAL ROAD,Ramasamudram",15,1,0,,,,
VGKT,VENKATAGIRIKOTA,"D.NO.2-628, KVR COMPLEX, DURGA NAGAR,,VENKATAGIRIKOTA",15,1,0,,,,
CHRI,CHANDRAGIRI,"D.NO.2-80, BAZAAR STREET, NEAR SUB REGISTER OFFICE, CHANDRAGIRI,CHITTOOR DISTRICT",9,1,0,,,,
NGLP,NAGALAPURAM,"D.NO.11-28/1, GANDHI STREET, NAGALAPURAM, CHITTOR,(DISTRICT), ANDHRA PRADESH - 517 589",9,1,0,,,,
NRVM,NARAYANAVANAM,"D.NO.3-74, NAGALAPURAM MAIN ROAD,NARAYANAVANAM",9,1,0,,,,
PAL,PAKALA,"D.NO.13-9, OPP. GIRLS COLLEGE,PARK STREET, PAKALA",9,1,0,,,,
PUT,PUTTUR,"D.NO.18-57, OLD TIRUPATHI ROAD,PUTTUR",9,1,0,,,,
RNG,RENIGUNTA,"19-440,VISHNUCOMPLEX,BESIDERAJAMATHAKALYANAMANDAPA,PPUTTUR ROAD(OLDCHECKPOST),RENIGUNTA",9,1,0,,,,
STVD,SATYAVEDU,"D.NO.11-60, GANDHI ROAD, SATYAVEDU,",9,1,0,,,,
KHT,SRIKALAHASTI,"D.NO:7/742,BIG MASEED STREET",9,1,0,,,,
TTM,TIRUPATI - KORLAGUNTA,"D.NO.20-2-626 B/5, OPP. BALAJI WASTE PAPER,TIRUPATHI BYEPASSROAD,MARUTHINAGAR-517501",9,1,0,,,,
TTB,TIRUPATI - OLD TIRUCHANOOR ROAD,"19-42-M36-317,GROUND FLOOR,OLD TIRUCHANOOR ROAD,,TIRUPATHI,CHITTOOR.",9,1,0,,,,
TTNB,TIRUPATI - ROYAL NAGAR,"D.NO.8-131-1,OPP.SUDHAHA SCHOOL,NEAR R.C ROAD,NEW BALAJI,TIRUPATHI CHITTOR D.T",9,1,0,,,,
TTSP,TIRUPATI - SETTIPALLI,"PLOT NO.47, SETTIPALLY,ANDHRA JYOTHI ROAD",9,1,0,,,,
UTKT,UTHUKOTTAI,"UTHUKKOTTAI ,D.NO.1-90/A1,SATHYAVEDU ROAD,SAPTAGIRI GRAMEENA BANK BACKSIDE",74,9,0,,,,
AKP,ANAKAPALLE,"D.NO.12-12-76 / 9A, VSRM ESTATE,BESIDE SHIRIDI SAI,THEATRE,OLD BUS STAND ROAD, ANAKAPALLI.",16,1,0,,,,
CDVM,CHODAVARAM,"3-148, RAM MOHAN PETA, ANNAVARM STREET, CHODAVARAM,VISAKHAPATNAM (DISTRICT), ANDHRA PRADESH-531 036",16,1,0,,,,
NRPT,NARSIPATNAM,"D.NO.24-7-27, KOMATIVEEDHI,VASAVINAGAR,KDPETA ROAD,narsipatnam, visakapatnam-(District), pin-531116",16,1,0,,,,
PRVD,PARAWADA,"NO.267-16,VENNELAPALEM ROAD, PARAVADA",16,1,0,,,,
PVP,PARVATHIPURAM,"D.NO.399, STREET NO100, VIVEKANANDA COLONY, RAYAGA,road",17,1,0,,,,
SLR,SALUR,"D.NO.55-97, BONUMAHANTI STREET,,SALURU",17,1,0,,,,
AVS,AMADALAVALASA,"D.NO.9-2-79,LAKSHMI NAGAR STREET,Back side Work Shop Road,OPP.MUNICIPAL HIGH SCHOOL",18,1,0,,,,
BTRL,BRAHMANATARLA,"D.NO.1-66, OPP.HIGH SCHOOL, SHIVAJOGIPET,BRAHMANATARLA",18,1,0,,,,
HRA,HIRAMANDALAM,"D.NO.1-802,ANDHAVARAPU STREET",18,1,0,,,,
ICPM,ICHCHAPURAM,"D.NO.8-1-64,OPP RAJAVARI KOTA, ICHCHAPURAM,,Srikakulam - 532 312",18,1,0,,,,
KTBL,KOTABOMMALI,"D.NO.11-64,OPP. SIVA KRISHNA THEATOR, ,MAIN ROAD, KOTABOMMALI",18,1,0,,,,
KTRU,KOTTURU (S),"D.NO.30-35, COLLEGE ROAD,NEAR MRO OFFICE",18,1,0,,,,
NNP,NARASANNAPETA,"D.NO.12-128, POLAKI ROAD,NARASANNAPETA",18,1,0,,,,
PKA,PALAKONDA,"D.No.52-1, Beside NSN Petrol Bunk, Annavaram,,Palakonda",18,1,0,,,,
PLS,PALASA,"D.NO.1-290, MOGALIPADU ROAD, BESIDE PETROL BUNK,,srikakulam(district) palasa",18,1,0,,,,
PNDR,PONDURU,"D.NO:11-69,ARYAVYSYA STREET",18,1,0,,,,
RZM,RAJAM,"D.NO:14-105,KANCHARA VEEDHI",18,1,0,,,,
RNSM,RANASTHALAM,"MAIN ROAD-VSP ROAD, NEAR SRI SAI JUNIOR COLLEGE,OP.YERRAM NAIDUVIGRAHAM,J.R.PURAM-RNSM, SRIKAKULAM",18,1,0,,,,
SMP,SOMPETA,"OPP SAILAJA KALYANA MANDAPAM, KAVITI ROAD,,NEAR SAMASKARA BARATHI VIDHAYALAYAM, SOMPETA.",18,1,0,,,,
SKL,SRIKAKULAM,"BONDILIPURAM, CHITTIVEEDHI,NEAR SHIRDI SAI TEMPLE, SRIKAKULAM",18,1,0,,,,
TEK,TEKKALI,"D.NO.16-338, CHINNA CHERI STREET,,Main road Tekkali",18,1,0,,,,
ADRD,ADDA ROAD JUNCTION,"SHOP NO.S-9, S.V.D.COMPLEX ,DEVI CHOWK, NEAR SAI BABA TEMPLE",19,1,0,,,,
ATPM,ATCHUTAPURAM,"ATCHTAPURAM,D.NO:1-335/B,JANGULURU JUNCTION,ATCHTAPURAM (MD).",19,1,0,,,,
MDG,MADUGULA,"Near Devi Temple, Opp.Bus Stop,,MADUGULA",19,1,0,,,,
PEND,PENDURTHY,,19,1,0,,,,
TGV,THAGARAPUVALASA,"D.NO.10-45-58/1, NEAR PADMAVATHI NURSING HOME,TAGARAPUVALASA - 531162",19,1,0,,,,
GWA,VISAKHAPATNAM - AUTONAGAR,"PLOT NO.1, D - BLOCK (EXPN),I.D.A.AUTONAGAR",19,1,0,,,,
GWK,VISAKHAPATNAM - GAJUWAKA,"D.NO:9-2-224,HIGH SCHOOL ROAD, NEW GAJUWAKA - 530026",19,1,0,,,,
GPPM,VISAKHAPATNAM - GOPALAPATNAM,"D.NO.13-35, R.R.VENKATA PURAM,,GOPALAPATNAM, VISAKHAPATNAM.",19,1,0,,,,
VSIT,VISAKHAPATNAM - ISUKATHOTA,"D.NO.54-10-14/A, 03RD GODOWN,,ISUKATHOTA, VISAKHAPATNAM-530017.",19,1,0,,,,
VSJ,VISAKHAPATNAM - JAGADAMBA,"D.NO.28-21-20/A,YELLAMMA THOTA, PRAKASARAO PET.",19,1,0,,,,
KMNP,VISAKHAPATNAM - KURMANNAPALEM,"MIG-1,BLOCK NO 14/A,VISWESWARAYANAGAR,,AUTONAGAR,VISAKHAPATNAM-530012",19,1,0,,,,
VSMN,VISAKHAPATNAM - MURALI NAGAR,"DOOR NO. 39-12-33, BESIDE GOODLUCK TAILORS,MURALI NAGAR",19,1,0,,,,
VSSD,VISAKHAPATNAM - SEETHAMMADHARA,"D.NO.50-47-2,P&T COLONY , SEETAMMADHARA, VISAKHAPATNAM-530 013",19,1,0,,,,
